"Time","ZX_RPM","ZX_TPS","ZX_GEAR","LCC_AFR"
0.000,12968.799805,96.599998,6.000000,12.349481
0.100,12891.360352,84.851997,6.000000,12.795521
0.200,12963.879883,81.183998,6.000000,12.825521
0.300,13072.759766,70.056000,6.000000,12.666521
0.400,12891.360352,48.431999,6.000000,12.193681
0.500,12937.000000,29.216000,6.000000,11.737720
0.600,12726.120117,14.536000,6.000000,10.664881
0.700,12415.480469,2.172000,6.000000,12.717800
0.800,12388.000000,0.700000,6.000000,15.026721
0.900,12263.639648,0.700000,6.000000,14.728681
1.000,12123.759766,0.700000,6.000000,14.424321
1.100,11671.160156,0.828000,5.920000,14.896721
1.200,10699.040039,2.172000,5.000000,14.293120
1.300,10381.480469,0.700000,5.000000,12.446321
1.400,10840.559570,0.700000,5.000000,14.424641
1.500,10986.599609,1.700000,5.000000,15.344881
1.600,10474.719727,12.328000,4.920000,14.195721
1.700,10438.480469,2.172000,4.000000,14.029561
1.800,10207.879883,0.700000,4.000000,13.373920
1.900,10418.559570,0.700000,4.000000,13.757960
2.000,10585.559570,0.764000,4.000000,14.558960
2.100,10357.839844,3.380000,3.920000,15.420641
2.200,10843.230469,22.813000,3.000000,14.875340
2.300,10874.750000,0.700000,3.000000,12.105541
2.400,10753.980469,0.700000,3.000000,12.508561
2.500,10664.370117,0.700000,3.000000,13.849271
2.600,10448.910156,0.700000,3.000000,14.798261
2.700,10130.000000,0.700000,3.000000,16.235750
2.800,9666.269531,0.700000,3.000000,17.640659
2.900,9566.030273,0.700000,3.000000,16.245180
3.000,9410.169922,0.700000,3.000000,14.515640
3.100,9050.980469,0.700000,3.000000,16.263870
3.200,8944.179688,0.700000,3.000000,15.594621
3.300,8554.549805,0.700000,3.000000,15.748451
3.400,8261.879883,0.700000,3.000000,15.241570
3.500,8094.240234,0.700000,3.000000,14.669741
3.600,7948.149902,0.700000,3.000000,14.646471
3.700,7964.879883,0.700000,3.000000,14.541351
3.800,7801.830078,0.700000,3.000000,14.561570
3.900,7691.979980,0.700000,3.000000,14.630610
4.000,7617.490234,0.700000,3.000000,14.651780
4.100,7564.000000,0.700000,3.000000,14.604221
4.200,7371.109863,0.700000,3.000000,14.662221
4.300,7242.009766,0.700000,3.000000,14.705821
4.400,7032.450195,0.700000,3.000000,14.607780
4.500,6850.049805,0.700000,3.000000,14.551041
4.600,6787.399902,0.700000,3.000000,14.508390
4.700,6649.379883,0.700000,3.000000,14.480741
4.800,6540.290039,0.700000,3.000000,14.462690
4.900,6506.080078,0.700000,3.000000,14.406390
5.000,6323.120117,0.700000,3.000000,14.380001
5.100,6188.240234,0.700000,3.000000,14.382611
5.200,6027.390137,0.700000,3.000000,14.406390
5.300,5903.250000,0.700000,3.000000,14.378741
5.400,5829.779785,0.700000,3.000000,14.360691
5.500,5774.569824,0.700000,3.000000,14.288641
5.600,5749.640137,0.700000,3.000000,14.091210
5.700,5740.330078,0.700000,3.000000,13.961561
5.800,5681.290039,0.700000,3.000000,13.854650
5.900,5659.770020,0.700000,3.000000,13.839650
6.000,5610.609863,0.700000,3.000000,13.827351
6.100,5545.370117,0.700000,3.000000,13.839650
6.200,5532.970215,0.700000,3.000000,13.823390
6.300,5470.649902,0.700000,3.000000,13.786561
6.400,5449.620117,0.700000,3.000000,13.683611
6.500,5369.100098,0.700000,3.000000,13.710001
6.600,5309.700195,0.700000,3.000000,13.702701
6.700,5243.299805,0.700000,3.000000,13.638501
6.800,5156.000000,0.700000,3.000000,13.644700
6.900,5149.700195,0.700000,3.000000,13.577500
7.000,5088.299805,0.700000,3.000000,13.548001
7.100,5037.799805,0.780000,3.000000,13.386500
7.200,4958.200195,1.500000,3.000000,13.204201
7.300,4900.100098,1.500000,3.000000,12.962101
7.400,4841.899902,1.580000,3.000000,12.780301
7.500,4794.500000,2.300000,3.000000,12.651700
7.600,4788.399902,2.380000,3.000000,12.421600
7.700,4829.200195,3.180000,3.000000,12.179801
7.800,4588.399902,3.900000,3.000000,11.644300
7.900,4506.700195,3.970000,3.000000,11.533200
8.000,4467.600098,4.600000,3.000000,11.481001
8.100,4457.399902,4.600000,3.000000,11.491200
8.200,4403.899902,4.600000,3.000000,11.590301
